shipment_id,order_id,carrier_name,tracking_number,promised_days,actual_days,shipping_cost_inr,sla_status
SHP-40413,ORD-10413,BlueDart Express,TRK900413,4,4,120,SLA Met
SHP-40414,ORD-10414,BlueDart Express,TRK900414,5,5,180,SLA Met
SHP-40416,ORD-10416,Delhivery Direct,TRK900416,4,4,90,SLA Met
SHP-40417,ORD-10417,Shadowfax Surface,TRK900417,4,4,90,SLA Met
SHP-40420,ORD-10420,Delhivery Direct,TRK900420,5,5,90,SLA Met
SHP-40421,ORD-10421,Shadowfax Surface,TRK900421,5,5,120,SLA Met
SHP-40422,ORD-10422,Delhivery Direct,TRK900422,3,3,150,SLA Met
SHP-40423,ORD-10423,Ecom Express,TRK900423,5,5,150,SLA Met
SHP-40424,ORD-10424,Delhivery Direct,TRK900424,2,2,60,SLA Met
SHP-40426,ORD-10426,BlueDart Express,TRK900426,3,3,60,SLA Met
SHP-40427,ORD-10427,BlueDart Express,TRK900427,4,4,90,SLA Met
SHP-40430,ORD-10430,BlueDart Express,TRK900430,5,5,60,SLA Met
SHP-40434,ORD-10434,XpressBees Surface,TRK900434,2,2,90,SLA Met
SHP-40435,ORD-10435,Ecom Express,TRK900435,3,3,60,SLA Met
SHP-40436,ORD-10436,Delhivery Direct,TRK900436,5,5,150,SLA Met
SHP-40437,ORD-10437,Ecom Express,TRK900437,3,4,180,SLA Breached
SHP-40438,ORD-10438,BlueDart Express,TRK900438,4,4,150,SLA Met
SHP-40440,ORD-10440,BlueDart Express,TRK900440,3,3,90,SLA Met
SHP-40441,ORD-10441,Shadowfax Surface,TRK900441,4,6,150,SLA Breached
SHP-40442,ORD-10442,Ecom Express,TRK900442,4,4,60,SLA Met
SHP-40443,ORD-10443,Delhivery Direct,TRK900443,4,4,150,SLA Met
SHP-40445,ORD-10445,Shadowfax Surface,TRK900445,5,5,150,SLA Met
SHP-40446,ORD-10446,BlueDart Express,TRK900446,2,2,60,SLA Met
SHP-40447,ORD-10447,Shadowfax Surface,TRK900447,4,4,120,SLA Met
SHP-40448,ORD-10448,XpressBees Surface,TRK900448,5,5,150,SLA Met
SHP-40449,ORD-10449,Ecom Express,TRK900449,3,3,60,SLA Met
SHP-40450,ORD-10450,BlueDart Express,TRK900450,2,2,150,SLA Met
SHP-40451,ORD-10451,Ecom Express,TRK900451,5,5,150,SLA Met
SHP-40452,ORD-10452,BlueDart Express,TRK900452,5,5,60,SLA Met
SHP-40453,ORD-10453,XpressBees Surface,TRK900453,4,4,150,SLA Met
SHP-40454,ORD-10454,Delhivery Direct,TRK900454,4,6,90,SLA Breached
SHP-40455,ORD-10455,BlueDart Express,TRK900455,4,6,90,SLA Breached
SHP-40457,ORD-10457,Shadowfax Surface,TRK900457,5,5,120,SLA Met
SHP-40458,ORD-10458,XpressBees Surface,TRK900458,4,4,150,SLA Met
SHP-40459,ORD-10459,BlueDart Express,TRK900459,2,6,150,SLA Breached
SHP-40460,ORD-10460,Shadowfax Surface,TRK900460,3,3,120,SLA Met
SHP-40461,ORD-10461,Ecom Express,TRK900461,5,7,60,SLA Breached
SHP-40462,ORD-10462,Delhivery Direct,TRK900462,3,3,180,SLA Met
SHP-40463,ORD-10463,Ecom Express,TRK900463,3,3,120,SLA Met
SHP-40464,ORD-10464,XpressBees Surface,TRK900464,4,7,90,SLA Breached
SHP-40465,ORD-10465,Shadowfax Surface,TRK900465,4,4,150,SLA Met
SHP-40466,ORD-10466,XpressBees Surface,TRK900466,4,4,120,SLA Met
SHP-40467,ORD-10467,Shadowfax Surface,TRK900467,5,5,90,SLA Met
SHP-40468,ORD-10468,XpressBees Surface,TRK900468,2,2,60,SLA Met
SHP-40469,ORD-10469,BlueDart Express,TRK900469,4,5,150,SLA Breached
SHP-40470,ORD-10470,Delhivery Direct,TRK900470,5,5,60,SLA Met
SHP-40471,ORD-10471,XpressBees Surface,TRK900471,5,5,120,SLA Met
SHP-40473,ORD-10473,XpressBees Surface,TRK900473,3,3,60,SLA Met
SHP-40474,ORD-10474,Shadowfax Surface,TRK900474,5,5,90,SLA Met
SHP-40475,ORD-10475,Delhivery Direct,TRK900475,5,5,120,SLA Met
SHP-40476,ORD-10476,Shadowfax Surface,TRK900476,3,3,120,SLA Met
SHP-40477,ORD-10477,BlueDart Express,TRK900477,4,5,60,SLA Breached
SHP-40479,ORD-10479,BlueDart Express,TRK900479,5,5,150,SLA Met
SHP-40480,ORD-10480,XpressBees Surface,TRK900480,5,5,150,SLA Met
SHP-40481,ORD-10481,BlueDart Express,TRK900481,2,2,90,SLA Met
SHP-40482,ORD-10482,Shadowfax Surface,TRK900482,2,2,60,SLA Met
SHP-40483,ORD-10483,XpressBees Surface,TRK900483,3,5,180,SLA Breached
SHP-40484,ORD-10484,BlueDart Express,TRK900484,3,3,150,SLA Met
SHP-40488,ORD-10488,Ecom Express,TRK900488,5,5,60,SLA Met
SHP-40489,ORD-10489,BlueDart Express,TRK900489,4,4,150,SLA Met
SHP-40493,ORD-10493,Delhivery Direct,TRK900493,3,6,150,SLA Breached
SHP-40494,ORD-10494,Ecom Express,TRK900494,2,2,180,SLA Met
SHP-40495,ORD-10495,Shadowfax Surface,TRK900495,2,6,180,SLA Breached
SHP-40496,ORD-10496,BlueDart Express,TRK900496,2,2,150,SLA Met
SHP-40497,ORD-10497,Shadowfax Surface,TRK900497,4,4,120,SLA Met
SHP-40498,ORD-10498,BlueDart Express,TRK900498,2,2,90,SLA Met
SHP-40500,ORD-10500,Delhivery Direct,TRK900500,2,2,120,SLA Met
SHP-40501,ORD-10501,Delhivery Direct,TRK900501,4,4,60,SLA Met
SHP-40502,ORD-10502,BlueDart Express,TRK900502,3,3,120,SLA Met
SHP-40503,ORD-10503,Shadowfax Surface,TRK900503,2,2,90,SLA Met
SHP-40505,ORD-10505,BlueDart Express,TRK900505,3,3,90,SLA Met
SHP-40506,ORD-10506,Delhivery Direct,TRK900506,4,4,120,SLA Met
SHP-40507,ORD-10507,Delhivery Direct,TRK900507,4,4,120,SLA Met
SHP-40509,ORD-10509,BlueDart Express,TRK900509,4,4,180,SLA Met
SHP-40510,ORD-10510,Ecom Express,TRK900510,2,2,90,SLA Met
SHP-40511,ORD-10511,XpressBees Surface,TRK900511,4,4,180,SLA Met
SHP-40515,ORD-10515,Delhivery Direct,TRK900515,5,5,120,SLA Met
SHP-40516,ORD-10516,Delhivery Direct,TRK900516,3,3,180,SLA Met
SHP-40517,ORD-10517,Delhivery Direct,TRK900517,3,3,120,SLA Met
SHP-40519,ORD-10519,Ecom Express,TRK900519,5,9,120,SLA Breached
SHP-40520,ORD-10520,Ecom Express,TRK900520,2,2,120,SLA Met
SHP-40521,ORD-10521,Ecom Express,TRK900521,5,5,150,SLA Met
SHP-40522,ORD-10522,Ecom Express,TRK900522,4,4,120,SLA Met
SHP-40523,ORD-10523,Delhivery Direct,TRK900523,3,3,90,SLA Met
SHP-40524,ORD-10524,Delhivery Direct,TRK900524,4,4,60,SLA Met
SHP-40525,ORD-10525,XpressBees Surface,TRK900525,5,5,90,SLA Met
SHP-40526,ORD-10526,BlueDart Express,TRK900526,2,2,150,SLA Met
SHP-40527,ORD-10527,Ecom Express,TRK900527,5,5,180,SLA Met
SHP-40528,ORD-10528,BlueDart Express,TRK900528,3,6,60,SLA Breached
SHP-40531,ORD-10531,Delhivery Direct,TRK900531,2,2,180,SLA Met
SHP-40532,ORD-10532,XpressBees Surface,TRK900532,3,5,150,SLA Breached
SHP-40533,ORD-10533,Delhivery Direct,TRK900533,5,5,90,SLA Met
SHP-40534,ORD-10534,XpressBees Surface,TRK900534,5,5,150,SLA Met
SHP-40535,ORD-10535,XpressBees Surface,TRK900535,3,3,90,SLA Met
SHP-40536,ORD-10536,XpressBees Surface,TRK900536,2,2,90,SLA Met
SHP-40537,ORD-10537,Ecom Express,TRK900537,2,2,150,SLA Met
SHP-40538,ORD-10538,Delhivery Direct,TRK900538,4,6,180,SLA Breached
SHP-40539,ORD-10539,XpressBees Surface,TRK900539,2,5,60,SLA Breached
SHP-40540,ORD-10540,Delhivery Direct,TRK900540,3,3,120,SLA Met
SHP-40541,ORD-10541,XpressBees Surface,TRK900541,4,4,150,SLA Met
SHP-40543,ORD-10543,Delhivery Direct,TRK900543,5,5,120,SLA Met
SHP-40544,ORD-10544,BlueDart Express,TRK900544,5,5,180,SLA Met
SHP-40545,ORD-10545,XpressBees Surface,TRK900545,2,2,150,SLA Met
SHP-40546,ORD-10546,XpressBees Surface,TRK900546,2,2,120,SLA Met
SHP-40547,ORD-10547,XpressBees Surface,TRK900547,5,5,150,SLA Met
SHP-40549,ORD-10549,Delhivery Direct,TRK900549,5,5,180,SLA Met
SHP-40551,ORD-10551,Shadowfax Surface,TRK900551,3,3,180,SLA Met
SHP-40552,ORD-10552,Ecom Express,TRK900552,2,5,60,SLA Breached
SHP-40553,ORD-10553,XpressBees Surface,TRK900553,2,2,180,SLA Met
SHP-40554,ORD-10554,BlueDart Express,TRK900554,2,3,150,SLA Breached
SHP-40555,ORD-10555,BlueDart Express,TRK900555,4,4,150,SLA Met
SHP-40556,ORD-10556,Ecom Express,TRK900556,3,3,180,SLA Met
SHP-40557,ORD-10557,BlueDart Express,TRK900557,5,5,150,SLA Met
SHP-40558,ORD-10558,Delhivery Direct,TRK900558,2,2,90,SLA Met
SHP-40559,ORD-10559,Shadowfax Surface,TRK900559,4,4,90,SLA Met
SHP-40560,ORD-10560,Delhivery Direct,TRK900560,3,3,120,SLA Met
SHP-40561,ORD-10561,BlueDart Express,TRK900561,3,5,90,SLA Breached
SHP-40562,ORD-10562,Shadowfax Surface,TRK900562,2,2,90,SLA Met
SHP-40563,ORD-10563,Shadowfax Surface,TRK900563,4,4,180,SLA Met
SHP-40564,ORD-10564,Delhivery Direct,TRK900564,4,4,60,SLA Met
SHP-40565,ORD-10565,Delhivery Direct,TRK900565,2,2,120,SLA Met
SHP-40566,ORD-10566,Ecom Express,TRK900566,3,3,60,SLA Met
SHP-40568,ORD-10568,BlueDart Express,TRK900568,4,4,120,SLA Met
SHP-40570,ORD-10570,Delhivery Direct,TRK900570,4,4,60,SLA Met
SHP-40571,ORD-10571,BlueDart Express,TRK900571,5,5,150,SLA Met
SHP-40572,ORD-10572,Ecom Express,TRK900572,4,5,120,SLA Breached
SHP-40573,ORD-10573,XpressBees Surface,TRK900573,4,4,180,SLA Met
SHP-40574,ORD-10574,XpressBees Surface,TRK900574,2,2,180,SLA Met
SHP-40575,ORD-10575,Delhivery Direct,TRK900575,3,7,90,SLA Breached
SHP-40576,ORD-10576,XpressBees Surface,TRK900576,5,5,60,SLA Met
SHP-40578,ORD-10578,Shadowfax Surface,TRK900578,5,5,60,SLA Met
SHP-40579,ORD-10579,Shadowfax Surface,TRK900579,2,2,60,SLA Met
SHP-40580,ORD-10580,Ecom Express,TRK900580,5,5,120,SLA Met
SHP-40583,ORD-10583,Delhivery Direct,TRK900583,2,2,60,SLA Met
SHP-40584,ORD-10584,XpressBees Surface,TRK900584,2,2,90,SLA Met
SHP-40585,ORD-10585,XpressBees Surface,TRK900585,4,4,90,SLA Met
SHP-40586,ORD-10586,XpressBees Surface,TRK900586,5,8,180,SLA Breached
SHP-40587,ORD-10587,XpressBees Surface,TRK900587,5,5,60,SLA Met
SHP-40588,ORD-10588,Delhivery Direct,TRK900588,5,5,120,SLA Met
SHP-40589,ORD-10589,Ecom Express,TRK900589,3,3,120,SLA Met
SHP-40591,ORD-10591,Delhivery Direct,TRK900591,2,2,180,SLA Met
SHP-40592,ORD-10592,Delhivery Direct,TRK900592,2,4,120,SLA Breached
SHP-40593,ORD-10593,Ecom Express,TRK900593,5,5,120,SLA Met
SHP-40595,ORD-10595,BlueDart Express,TRK900595,4,4,150,SLA Met
SHP-40596,ORD-10596,Delhivery Direct,TRK900596,2,2,60,SLA Met
SHP-40597,ORD-10597,Ecom Express,TRK900597,3,3,90,SLA Met
SHP-40598,ORD-10598,Delhivery Direct,TRK900598,4,4,60,SLA Met
SHP-40599,ORD-10599,Ecom Express,TRK900599,5,7,150,SLA Breached
SHP-40601,ORD-10601,Delhivery Direct,TRK900601,2,2,90,SLA Met
SHP-40602,ORD-10602,Delhivery Direct,TRK900602,3,3,120,SLA Met
SHP-40603,ORD-10603,Delhivery Direct,TRK900603,2,2,150,SLA Met
SHP-40604,ORD-10604,Ecom Express,TRK900604,3,3,180,SLA Met
SHP-40606,ORD-10606,Ecom Express,TRK900606,2,2,120,SLA Met
SHP-40607,ORD-10607,Shadowfax Surface,TRK900607,5,5,60,SLA Met
SHP-40608,ORD-10608,BlueDart Express,TRK900608,2,3,120,SLA Breached
SHP-40610,ORD-10610,Shadowfax Surface,TRK900610,4,4,180,SLA Met
SHP-40611,ORD-10611,Ecom Express,TRK900611,5,6,120,SLA Breached
SHP-40612,ORD-10612,XpressBees Surface,TRK900612,4,4,90,SLA Met
SHP-40613,ORD-10613,BlueDart Express,TRK900613,4,8,60,SLA Breached
SHP-40614,ORD-10614,Delhivery Direct,TRK900614,2,2,60,SLA Met
SHP-40615,ORD-10615,XpressBees Surface,TRK900615,3,3,90,SLA Met
SHP-40616,ORD-10616,Ecom Express,TRK900616,5,5,90,SLA Met
SHP-40617,ORD-10617,Shadowfax Surface,TRK900617,2,2,60,SLA Met
SHP-40618,ORD-10618,Shadowfax Surface,TRK900618,4,4,180,SLA Met
SHP-40619,ORD-10619,Ecom Express,TRK900619,2,5,90,SLA Breached
SHP-40621,ORD-10621,BlueDart Express,TRK900621,4,4,180,SLA Met
SHP-40622,ORD-10622,Delhivery Direct,TRK900622,5,5,90,SLA Met
SHP-40627,ORD-10627,BlueDart Express,TRK900627,5,5,180,SLA Met
SHP-40628,ORD-10628,Delhivery Direct,TRK900628,3,3,150,SLA Met
SHP-40629,ORD-10629,XpressBees Surface,TRK900629,2,2,150,SLA Met
SHP-40631,ORD-10631,XpressBees Surface,TRK900631,4,4,60,SLA Met
SHP-40632,ORD-10632,Ecom Express,TRK900632,2,2,150,SLA Met
SHP-40634,ORD-10634,Delhivery Direct,TRK900634,2,2,150,SLA Met
SHP-40635,ORD-10635,Ecom Express,TRK900635,2,2,150,SLA Met
SHP-40636,ORD-10636,Shadowfax Surface,TRK900636,3,5,150,SLA Breached
SHP-40638,ORD-10638,Delhivery Direct,TRK900638,3,3,90,SLA Met
SHP-40639,ORD-10639,Ecom Express,TRK900639,3,3,150,SLA Met
SHP-40640,ORD-10640,XpressBees Surface,TRK900640,5,5,150,SLA Met
SHP-40641,ORD-10641,Delhivery Direct,TRK900641,4,7,90,SLA Breached
SHP-40642,ORD-10642,BlueDart Express,TRK900642,2,2,180,SLA Met
SHP-40643,ORD-10643,XpressBees Surface,TRK900643,5,5,180,SLA Met
SHP-40645,ORD-10645,Ecom Express,TRK900645,3,3,150,SLA Met
SHP-40646,ORD-10646,Delhivery Direct,TRK900646,4,4,120,SLA Met
SHP-40647,ORD-10647,Shadowfax Surface,TRK900647,4,6,180,SLA Breached
SHP-40648,ORD-10648,Shadowfax Surface,TRK900648,5,5,60,SLA Met
SHP-40649,ORD-10649,BlueDart Express,TRK900649,3,3,60,SLA Met
SHP-40650,ORD-10650,Delhivery Direct,TRK900650,3,4,120,SLA Breached
SHP-40651,ORD-10651,XpressBees Surface,TRK900651,2,2,120,SLA Met
SHP-40652,ORD-10652,Delhivery Direct,TRK900652,2,2,120,SLA Met
SHP-40653,ORD-10653,XpressBees Surface,TRK900653,5,5,90,SLA Met
SHP-40654,ORD-10654,XpressBees Surface,TRK900654,2,2,180,SLA Met
SHP-40655,ORD-10655,BlueDart Express,TRK900655,4,4,60,SLA Met
SHP-40656,ORD-10656,XpressBees Surface,TRK900656,2,2,90,SLA Met
SHP-40657,ORD-10657,BlueDart Express,TRK900657,4,4,120,SLA Met
SHP-40660,ORD-10660,BlueDart Express,TRK900660,5,9,180,SLA Breached
SHP-40661,ORD-10661,XpressBees Surface,TRK900661,2,2,60,SLA Met
SHP-40663,ORD-10663,Ecom Express,TRK900663,2,2,60,SLA Met
SHP-40664,ORD-10664,Ecom Express,TRK900664,3,3,90,SLA Met
SHP-40666,ORD-10666,Ecom Express,TRK900666,2,2,90,SLA Met
SHP-40667,ORD-10667,Delhivery Direct,TRK900667,5,5,180,SLA Met
SHP-40668,ORD-10668,Delhivery Direct,TRK900668,2,2,60,SLA Met
SHP-40670,ORD-10670,BlueDart Express,TRK900670,2,2,90,SLA Met
SHP-40671,ORD-10671,BlueDart Express,TRK900671,4,4,150,SLA Met
SHP-40672,ORD-10672,Shadowfax Surface,TRK900672,5,7,90,SLA Breached
SHP-40673,ORD-10673,Shadowfax Surface,TRK900673,3,3,90,SLA Met
SHP-40675,ORD-10675,Ecom Express,TRK900675,2,4,90,SLA Breached
SHP-40676,ORD-10676,Shadowfax Surface,TRK900676,5,5,150,SLA Met
SHP-40678,ORD-10678,BlueDart Express,TRK900678,2,2,120,SLA Met
SHP-40679,ORD-10679,XpressBees Surface,TRK900679,2,5,60,SLA Breached
SHP-40680,ORD-10680,Delhivery Direct,TRK900680,4,4,120,SLA Met
SHP-40681,ORD-10681,Ecom Express,TRK900681,4,4,90,SLA Met
SHP-40682,ORD-10682,Shadowfax Surface,TRK900682,5,5,120,SLA Met
SHP-40683,ORD-10683,XpressBees Surface,TRK900683,2,2,180,SLA Met
SHP-40684,ORD-10684,XpressBees Surface,TRK900684,4,4,150,SLA Met
SHP-40685,ORD-10685,XpressBees Surface,TRK900685,5,5,60,SLA Met
SHP-40686,ORD-10686,BlueDart Express,TRK900686,2,2,120,SLA Met
SHP-40688,ORD-10688,Delhivery Direct,TRK900688,5,5,60,SLA Met
SHP-40689,ORD-10689,BlueDart Express,TRK900689,2,2,180,SLA Met
SHP-40690,ORD-10690,Delhivery Direct,TRK900690,4,4,150,SLA Met
SHP-40692,ORD-10692,Ecom Express,TRK900692,2,2,180,SLA Met
SHP-40693,ORD-10693,Shadowfax Surface,TRK900693,5,8,180,SLA Breached
SHP-40694,ORD-10694,Delhivery Direct,TRK900694,3,3,150,SLA Met
SHP-40695,ORD-10695,XpressBees Surface,TRK900695,5,5,60,SLA Met
SHP-40696,ORD-10696,XpressBees Surface,TRK900696,2,2,150,SLA Met
SHP-40698,ORD-10698,Delhivery Direct,TRK900698,3,3,180,SLA Met
SHP-40699,ORD-10699,Shadowfax Surface,TRK900699,4,4,90,SLA Met
SHP-40700,ORD-10700,BlueDart Express,TRK900700,3,3,120,SLA Met
SHP-40702,ORD-10702,Ecom Express,TRK900702,2,2,120,SLA Met
SHP-40703,ORD-10703,BlueDart Express,TRK900703,4,4,180,SLA Met
SHP-40704,ORD-10704,Ecom Express,TRK900704,2,2,120,SLA Met
SHP-40706,ORD-10706,XpressBees Surface,TRK900706,4,4,60,SLA Met
SHP-40707,ORD-10707,Delhivery Direct,TRK900707,5,6,60,SLA Breached
SHP-40709,ORD-10709,BlueDart Express,TRK900709,5,5,180,SLA Met
SHP-40710,ORD-10710,Delhivery Direct,TRK900710,4,4,180,SLA Met
SHP-40711,ORD-10711,Delhivery Direct,TRK900711,5,5,90,SLA Met
SHP-40712,ORD-10712,Ecom Express,TRK900712,2,2,60,SLA Met
SHP-40713,ORD-10713,XpressBees Surface,TRK900713,5,5,180,SLA Met
SHP-40714,ORD-10714,BlueDart Express,TRK900714,5,5,150,SLA Met
SHP-40715,ORD-10715,Shadowfax Surface,TRK900715,4,4,120,SLA Met
SHP-40716,ORD-10716,Ecom Express,TRK900716,2,2,120,SLA Met
SHP-40717,ORD-10717,XpressBees Surface,TRK900717,5,5,120,SLA Met
SHP-40718,ORD-10718,XpressBees Surface,TRK900718,3,3,150,SLA Met
SHP-40720,ORD-10720,Shadowfax Surface,TRK900720,4,4,60,SLA Met
SHP-40721,ORD-10721,Delhivery Direct,TRK900721,4,4,150,SLA Met
SHP-40722,ORD-10722,BlueDart Express,TRK900722,5,5,60,SLA Met
SHP-40723,ORD-10723,Shadowfax Surface,TRK900723,3,3,90,SLA Met
SHP-40725,ORD-10725,XpressBees Surface,TRK900725,5,5,60,SLA Met
SHP-40727,ORD-10727,Delhivery Direct,TRK900727,5,5,180,SLA Met
SHP-40728,ORD-10728,Ecom Express,TRK900728,4,4,60,SLA Met
SHP-40729,ORD-10729,Delhivery Direct,TRK900729,5,5,120,SLA Met
SHP-40732,ORD-10732,Ecom Express,TRK900732,2,2,90,SLA Met
SHP-40733,ORD-10733,Delhivery Direct,TRK900733,3,3,60,SLA Met
SHP-40735,ORD-10735,BlueDart Express,TRK900735,5,6,120,SLA Breached
SHP-40737,ORD-10737,Delhivery Direct,TRK900737,2,2,150,SLA Met
SHP-40738,ORD-10738,BlueDart Express,TRK900738,2,6,150,SLA Breached
SHP-40739,ORD-10739,Ecom Express,TRK900739,5,5,120,SLA Met
SHP-40740,ORD-10740,XpressBees Surface,TRK900740,5,7,90,SLA Breached
SHP-40741,ORD-10741,Shadowfax Surface,TRK900741,2,6,60,SLA Breached
SHP-40742,ORD-10742,XpressBees Surface,TRK900742,3,3,180,SLA Met
SHP-40745,ORD-10745,Ecom Express,TRK900745,5,5,90,SLA Met
SHP-40748,ORD-10748,Ecom Express,TRK900748,2,2,180,SLA Met
SHP-40749,ORD-10749,XpressBees Surface,TRK900749,2,2,60,SLA Met
SHP-40750,ORD-10750,BlueDart Express,TRK900750,4,4,60,SLA Met
SHP-40751,ORD-10751,BlueDart Express,TRK900751,4,6,90,SLA Breached
SHP-40754,ORD-10754,XpressBees Surface,TRK900754,5,5,120,SLA Met
SHP-40755,ORD-10755,BlueDart Express,TRK900755,3,3,90,SLA Met
SHP-40756,ORD-10756,Shadowfax Surface,TRK900756,2,2,180,SLA Met
SHP-40757,ORD-10757,Shadowfax Surface,TRK900757,2,6,60,SLA Breached
SHP-40758,ORD-10758,Ecom Express,TRK900758,5,5,60,SLA Met
SHP-40759,ORD-10759,Delhivery Direct,TRK900759,2,2,180,SLA Met
SHP-40761,ORD-10761,BlueDart Express,TRK900761,2,2,90,SLA Met
SHP-40762,ORD-10762,Shadowfax Surface,TRK900762,4,8,150,SLA Breached
SHP-40763,ORD-10763,XpressBees Surface,TRK900763,3,4,150,SLA Breached
SHP-40764,ORD-10764,Shadowfax Surface,TRK900764,4,4,60,SLA Met
SHP-40765,ORD-10765,Shadowfax Surface,TRK900765,3,3,60,SLA Met
SHP-40766,ORD-10766,Shadowfax Surface,TRK900766,2,2,90,SLA Met
SHP-40767,ORD-10767,Ecom Express,TRK900767,4,4,180,SLA Met
SHP-40768,ORD-10768,Shadowfax Surface,TRK900768,4,4,60,SLA Met
SHP-40769,ORD-10769,Ecom Express,TRK900769,5,5,180,SLA Met
SHP-40770,ORD-10770,XpressBees Surface,TRK900770,4,4,90,SLA Met
SHP-40772,ORD-10772,XpressBees Surface,TRK900772,3,3,120,SLA Met
SHP-40773,ORD-10773,Ecom Express,TRK900773,4,4,150,SLA Met
SHP-40775,ORD-10775,BlueDart Express,TRK900775,3,3,180,SLA Met
SHP-40776,ORD-10776,BlueDart Express,TRK900776,5,5,90,SLA Met
SHP-40777,ORD-10777,BlueDart Express,TRK900777,2,3,180,SLA Breached
SHP-40779,ORD-10779,Delhivery Direct,TRK900779,5,5,150,SLA Met
SHP-40780,ORD-10780,BlueDart Express,TRK900780,4,8,120,SLA Breached
SHP-40781,ORD-10781,Delhivery Direct,TRK900781,2,2,60,SLA Met
SHP-40782,ORD-10782,Ecom Express,TRK900782,4,4,90,SLA Met
SHP-40783,ORD-10783,XpressBees Surface,TRK900783,2,2,60,SLA Met
SHP-40784,ORD-10784,Delhivery Direct,TRK900784,5,5,150,SLA Met
SHP-40785,ORD-10785,BlueDart Express,TRK900785,4,4,90,SLA Met
SHP-40787,ORD-10787,Delhivery Direct,TRK900787,3,7,60,SLA Breached
SHP-40788,ORD-10788,Delhivery Direct,TRK900788,3,3,60,SLA Met
SHP-40789,ORD-10789,Ecom Express,TRK900789,5,5,90,SLA Met
SHP-40790,ORD-10790,BlueDart Express,TRK900790,4,4,150,SLA Met
SHP-40791,ORD-10791,Delhivery Direct,TRK900791,5,5,120,SLA Met
SHP-40792,ORD-10792,Shadowfax Surface,TRK900792,3,3,120,SLA Met
SHP-40793,ORD-10793,Shadowfax Surface,TRK900793,4,4,60,SLA Met
SHP-40794,ORD-10794,BlueDart Express,TRK900794,2,2,120,SLA Met
SHP-40795,ORD-10795,XpressBees Surface,TRK900795,3,7,90,SLA Breached
SHP-40796,ORD-10796,Delhivery Direct,TRK900796,4,4,180,SLA Met
SHP-40797,ORD-10797,Ecom Express,TRK900797,4,4,180,SLA Met
SHP-40799,ORD-10799,Shadowfax Surface,TRK900799,2,2,180,SLA Met
SHP-40800,ORD-10800,XpressBees Surface,TRK900800,5,5,150,SLA Met
SHP-40801,ORD-10801,XpressBees Surface,TRK900801,2,2,60,SLA Met
SHP-40802,ORD-10802,BlueDart Express,TRK900802,5,5,150,SLA Met
SHP-40803,ORD-10803,Delhivery Direct,TRK900803,2,2,120,SLA Met
SHP-40804,ORD-10804,Shadowfax Surface,TRK900804,4,4,60,SLA Met
SHP-40805,ORD-10805,Delhivery Direct,TRK900805,5,5,120,SLA Met
SHP-40806,ORD-10806,BlueDart Express,TRK900806,3,3,120,SLA Met
SHP-40807,ORD-10807,Delhivery Direct,TRK900807,5,5,90,SLA Met
SHP-40809,ORD-10809,Shadowfax Surface,TRK900809,5,5,60,SLA Met
SHP-40810,ORD-10810,Shadowfax Surface,TRK900810,3,3,150,SLA Met
SHP-40811,ORD-10811,Delhivery Direct,TRK900811,4,4,60,SLA Met
SHP-40812,ORD-10812,Delhivery Direct,TRK900812,5,5,150,SLA Met
SHP-40813,ORD-10813,Delhivery Direct,TRK900813,2,2,150,SLA Met
SHP-40815,ORD-10815,BlueDart Express,TRK900815,4,4,60,SLA Met
SHP-40816,ORD-10816,BlueDart Express,TRK900816,4,7,60,SLA Breached
SHP-40817,ORD-10817,Shadowfax Surface,TRK900817,2,4,90,SLA Breached
SHP-40818,ORD-10818,Ecom Express,TRK900818,5,5,120,SLA Met
SHP-40819,ORD-10819,BlueDart Express,TRK900819,5,5,180,SLA Met
SHP-40820,ORD-10820,Delhivery Direct,TRK900820,3,3,90,SLA Met
SHP-40821,ORD-10821,Ecom Express,TRK900821,2,2,180,SLA Met
SHP-40822,ORD-10822,Ecom Express,TRK900822,2,3,60,SLA Breached
SHP-40823,ORD-10823,Ecom Express,TRK900823,2,3,60,SLA Breached
SHP-40824,ORD-10824,BlueDart Express,TRK900824,2,2,120,SLA Met
SHP-40825,ORD-10825,XpressBees Surface,TRK900825,3,3,60,SLA Met
SHP-40826,ORD-10826,Delhivery Direct,TRK900826,4,5,120,SLA Breached
SHP-40828,ORD-10828,XpressBees Surface,TRK900828,2,2,150,SLA Met
SHP-40829,ORD-10829,XpressBees Surface,TRK900829,2,2,150,SLA Met
SHP-40830,ORD-10830,Shadowfax Surface,TRK900830,5,7,60,SLA Breached
SHP-40831,ORD-10831,XpressBees Surface,TRK900831,4,4,150,SLA Met
SHP-40832,ORD-10832,BlueDart Express,TRK900832,4,4,120,SLA Met
SHP-40833,ORD-10833,BlueDart Express,TRK900833,2,2,90,SLA Met
SHP-40834,ORD-10834,Delhivery Direct,TRK900834,5,5,60,SLA Met
SHP-40835,ORD-10835,BlueDart Express,TRK900835,4,4,90,SLA Met
SHP-40836,ORD-10836,Delhivery Direct,TRK900836,4,4,180,SLA Met
SHP-40837,ORD-10837,Shadowfax Surface,TRK900837,3,6,120,SLA Breached
SHP-40838,ORD-10838,Ecom Express,TRK900838,5,5,90,SLA Met
SHP-40839,ORD-10839,BlueDart Express,TRK900839,5,5,120,SLA Met
SHP-40840,ORD-10840,XpressBees Surface,TRK900840,5,5,180,SLA Met
