escrow_txn_id,reference_type,reference_id,buyer_id,seller_or_vendor_id,amount_inr,hold_date,release_date,status,milestone_trigger
ESC-30212,Order Purchase,ORD-10212,CUST-1212,STR-503,998,2025-07-23,PENDING,Refunded,Delivery Audit Confirmed
ESC-30213,Order Purchase,ORD-10213,CUST-1213,STR-504,1996,2025-08-04,2025-08-04,Released,Delivery Audit Confirmed
ESC-30214,Order Purchase,ORD-10214,CUST-1214,STR-505,998,2025-06-05,2025-06-05,Released,Delivery Audit Confirmed
ESC-30215,Order Purchase,ORD-10215,CUST-1215,STR-501,499,2025-04-28,2025-04-28,Released,Delivery Audit Confirmed
ESC-30216,Order Purchase,ORD-10216,CUST-1216,STR-502,2796,2025-05-04,PENDING,Refunded,Delivery Audit Confirmed
ESC-30217,Order Purchase,ORD-10217,CUST-1217,STR-503,5996,2025-10-28,2025-10-28,Released,Delivery Audit Confirmed
ESC-30218,Order Purchase,ORD-10218,CUST-1218,STR-504,1998,2025-11-05,2025-11-05,Released,Delivery Audit Confirmed
ESC-30219,Order Purchase,ORD-10219,CUST-1219,STR-505,1998,2026-02-09,PENDING,Refunded,Delivery Audit Confirmed
ESC-30220,Order Purchase,ORD-10220,CUST-1220,STR-501,6998,2025-05-12,2025-05-12,Released,Delivery Audit Confirmed
ESC-30221,Order Purchase,ORD-10221,CUST-1221,STR-502,2097,2025-08-08,PENDING,Held,Delivery Audit Confirmed
ESC-30222,Order Purchase,ORD-10222,CUST-1222,STR-503,2998,2025-05-02,PENDING,Refunded,Delivery Audit Confirmed
ESC-30223,Order Purchase,ORD-10223,CUST-1223,STR-504,3996,2025-12-01,PENDING,Held,Delivery Audit Confirmed
ESC-30224,Order Purchase,ORD-10224,CUST-1224,STR-505,1499,2025-01-27,2025-01-27,Released,Delivery Audit Confirmed
ESC-30225,Order Purchase,ORD-10225,CUST-1225,STR-501,3996,2025-06-15,2025-06-15,Released,Delivery Audit Confirmed
ESC-30226,Order Purchase,ORD-10226,CUST-1226,STR-502,1499,2025-03-29,2025-03-29,Released,Delivery Audit Confirmed
ESC-30227,Order Purchase,ORD-10227,CUST-1227,STR-503,2097,2025-04-20,2025-04-20,Released,Delivery Audit Confirmed
ESC-30228,Order Purchase,ORD-10228,CUST-1228,STR-504,2499,2025-09-13,PENDING,Refunded,Delivery Audit Confirmed
ESC-30229,Order Purchase,ORD-10229,CUST-1229,STR-505,4497,2025-11-12,2025-11-12,Released,Delivery Audit Confirmed
ESC-30230,Order Purchase,ORD-10230,CUST-1230,STR-501,699,2025-09-10,2025-09-10,Released,Delivery Audit Confirmed
ESC-30231,Order Purchase,ORD-10231,CUST-1231,STR-502,499,2025-03-02,2025-03-02,Released,Delivery Audit Confirmed
ESC-30232,Order Purchase,ORD-10232,CUST-1232,STR-503,3996,2025-08-24,2025-08-24,Released,Delivery Audit Confirmed
ESC-30233,Order Purchase,ORD-10233,CUST-1233,STR-504,4497,2025-01-14,2025-01-14,Released,Delivery Audit Confirmed
ESC-30234,Order Purchase,ORD-10234,CUST-1234,STR-505,4998,2025-03-04,2025-03-04,Released,Delivery Audit Confirmed
ESC-30235,Order Purchase,ORD-10235,CUST-1235,STR-501,1497,2026-04-19,2026-04-19,Released,Delivery Audit Confirmed
ESC-30236,Order Purchase,ORD-10236,CUST-1236,STR-502,998,2025-11-04,2025-11-04,Released,Delivery Audit Confirmed
ESC-30237,Order Purchase,ORD-10237,CUST-1237,STR-503,2796,2025-01-26,2025-01-26,Released,Delivery Audit Confirmed
ESC-30238,Order Purchase,ORD-10238,CUST-1238,STR-504,998,2025-09-17,2025-09-17,Released,Delivery Audit Confirmed
ESC-30239,Order Purchase,ORD-10239,CUST-1239,STR-505,4497,2026-02-17,PENDING,Held,Delivery Audit Confirmed
ESC-30240,Order Purchase,ORD-10240,CUST-1240,STR-501,7497,2026-03-24,2026-03-24,Released,Delivery Audit Confirmed
ESC-30241,Order Purchase,ORD-10241,CUST-1241,STR-502,499,2025-09-04,2025-09-04,Released,Delivery Audit Confirmed
ESC-30242,Order Purchase,ORD-10242,CUST-1242,STR-503,1996,2025-09-30,2025-09-30,Released,Delivery Audit Confirmed
ESC-30243,Order Purchase,ORD-10243,CUST-1243,STR-504,13996,2025-04-30,PENDING,Refunded,Delivery Audit Confirmed
ESC-30244,Order Purchase,ORD-10244,CUST-1244,STR-505,3499,2025-08-30,2025-08-30,Released,Delivery Audit Confirmed
ESC-30245,Order Purchase,ORD-10245,CUST-1245,STR-501,999,2025-03-09,2025-03-09,Released,Delivery Audit Confirmed
ESC-30246,Order Purchase,ORD-10246,CUST-1246,STR-502,13996,2026-05-24,2026-05-24,Released,Delivery Audit Confirmed
ESC-30247,Order Purchase,ORD-10247,CUST-1247,STR-503,1497,2026-03-01,PENDING,Refunded,Delivery Audit Confirmed
ESC-30248,Order Purchase,ORD-10248,CUST-1248,STR-504,9996,2025-10-21,2025-10-21,Released,Delivery Audit Confirmed
ESC-30249,Order Purchase,ORD-10249,CUST-1249,STR-505,7497,2026-03-24,2026-03-24,Released,Delivery Audit Confirmed
ESC-30250,Order Purchase,ORD-10250,CUST-1250,STR-501,499,2025-04-27,PENDING,Held,Delivery Audit Confirmed
ESC-30251,Order Purchase,ORD-10251,CUST-1251,STR-502,9996,2026-04-24,2026-04-24,Released,Delivery Audit Confirmed
ESC-30252,Order Purchase,ORD-10252,CUST-1252,STR-503,2499,2025-01-29,2025-01-29,Released,Delivery Audit Confirmed
ESC-30253,Order Purchase,ORD-10253,CUST-1253,STR-504,3499,2025-04-25,PENDING,Refunded,Delivery Audit Confirmed
ESC-30254,Order Purchase,ORD-10254,CUST-1254,STR-505,1398,2026-02-13,PENDING,Refunded,Delivery Audit Confirmed
ESC-30255,Order Purchase,ORD-10255,CUST-1255,STR-501,1996,2026-03-27,2026-03-27,Released,Delivery Audit Confirmed
ESC-30256,Order Purchase,ORD-10256,CUST-1256,STR-502,4497,2025-02-17,PENDING,Held,Delivery Audit Confirmed
ESC-30257,Order Purchase,ORD-10257,CUST-1257,STR-503,4998,2026-02-17,2026-02-17,Released,Delivery Audit Confirmed
ESC-30258,Order Purchase,ORD-10258,CUST-1258,STR-504,9996,2026-06-01,PENDING,Refunded,Delivery Audit Confirmed
ESC-30259,Order Purchase,ORD-10259,CUST-1259,STR-505,1497,2026-05-04,2026-05-04,Released,Delivery Audit Confirmed
ESC-30260,Order Purchase,ORD-10260,CUST-1260,STR-501,999,2025-04-01,2025-04-01,Released,Delivery Audit Confirmed
ESC-30261,Order Purchase,ORD-10261,CUST-1261,STR-502,1998,2026-05-15,2026-05-15,Released,Delivery Audit Confirmed
ESC-30262,Order Purchase,ORD-10262,CUST-1262,STR-503,2499,2026-02-12,PENDING,Refunded,Delivery Audit Confirmed
ESC-30263,Order Purchase,ORD-10263,CUST-1263,STR-504,9996,2025-10-17,PENDING,Refunded,Delivery Audit Confirmed
ESC-30264,Order Purchase,ORD-10264,CUST-1264,STR-505,998,2026-04-09,2026-04-09,Released,Delivery Audit Confirmed
ESC-30265,Order Purchase,ORD-10265,CUST-1265,STR-501,7497,2026-01-31,2026-01-31,Released,Delivery Audit Confirmed
ESC-30266,Order Purchase,ORD-10266,CUST-1266,STR-502,998,2026-02-21,2026-02-21,Released,Delivery Audit Confirmed
ESC-30267,Order Purchase,ORD-10267,CUST-1267,STR-503,2796,2026-05-29,PENDING,Refunded,Delivery Audit Confirmed
ESC-30268,Order Purchase,ORD-10268,CUST-1268,STR-504,9996,2026-02-09,2026-02-09,Released,Delivery Audit Confirmed
ESC-30269,Order Purchase,ORD-10269,CUST-1269,STR-505,2499,2025-11-04,2025-11-04,Released,Delivery Audit Confirmed
ESC-30270,Order Purchase,ORD-10270,CUST-1270,STR-501,2998,2026-02-22,2026-02-22,Released,Delivery Audit Confirmed
ESC-30271,Order Purchase,ORD-10271,CUST-1271,STR-502,1499,2025-09-18,PENDING,Refunded,Delivery Audit Confirmed
ESC-30272,Order Purchase,ORD-10272,CUST-1272,STR-503,2499,2026-05-23,2026-05-23,Released,Delivery Audit Confirmed
ESC-30273,Order Purchase,ORD-10273,CUST-1273,STR-504,6998,2025-11-22,2025-11-22,Released,Delivery Audit Confirmed
ESC-30274,Order Purchase,ORD-10274,CUST-1274,STR-505,2499,2025-03-06,2025-03-06,Released,Delivery Audit Confirmed
ESC-30275,Order Purchase,ORD-10275,CUST-1275,STR-501,998,2025-01-03,2025-01-03,Released,Delivery Audit Confirmed
ESC-30276,Order Purchase,ORD-10276,CUST-1276,STR-502,2998,2025-04-18,2025-04-18,Released,Delivery Audit Confirmed
ESC-30277,Order Purchase,ORD-10277,CUST-1277,STR-503,6998,2025-09-29,2025-09-29,Released,Delivery Audit Confirmed
ESC-30278,Order Purchase,ORD-10278,CUST-1278,STR-504,10497,2026-06-03,2026-06-03,Released,Delivery Audit Confirmed
ESC-30279,Order Purchase,ORD-10279,CUST-1279,STR-505,6998,2025-02-20,2025-02-20,Released,Delivery Audit Confirmed
ESC-30280,Order Purchase,ORD-10280,CUST-1280,STR-501,999,2025-09-10,2025-09-10,Released,Delivery Audit Confirmed
ESC-30281,Order Purchase,ORD-10281,CUST-1281,STR-502,2796,2025-08-21,2025-08-21,Released,Delivery Audit Confirmed
ESC-30282,Order Purchase,ORD-10282,CUST-1282,STR-503,2997,2026-06-12,2026-06-12,Released,Delivery Audit Confirmed
ESC-30283,Order Purchase,ORD-10283,CUST-1283,STR-504,2097,2025-01-26,2025-01-26,Released,Delivery Audit Confirmed
ESC-30284,Order Purchase,ORD-10284,CUST-1284,STR-505,5996,2026-01-20,2026-01-20,Released,Delivery Audit Confirmed
ESC-30285,Order Purchase,ORD-10285,CUST-1285,STR-501,4497,2025-06-15,2025-06-15,Released,Delivery Audit Confirmed
ESC-30286,Order Purchase,ORD-10286,CUST-1286,STR-502,2997,2025-01-30,2025-01-30,Released,Delivery Audit Confirmed
ESC-30287,Order Purchase,ORD-10287,CUST-1287,STR-503,4497,2025-05-14,PENDING,Held,Delivery Audit Confirmed
ESC-30288,Order Purchase,ORD-10288,CUST-1288,STR-504,3996,2025-05-14,2025-05-14,Released,Delivery Audit Confirmed
ESC-30289,Order Purchase,ORD-10289,CUST-1289,STR-505,3499,2025-12-22,PENDING,Refunded,Delivery Audit Confirmed
ESC-30290,Order Purchase,ORD-10290,CUST-1290,STR-501,699,2026-03-12,2026-03-12,Released,Delivery Audit Confirmed
ESC-30291,Order Purchase,ORD-10291,CUST-1291,STR-502,13996,2025-07-05,2025-07-05,Released,Delivery Audit Confirmed
ESC-30292,Order Purchase,ORD-10292,CUST-1292,STR-503,499,2025-03-10,2025-03-10,Released,Delivery Audit Confirmed
ESC-30293,Order Purchase,ORD-10293,CUST-1293,STR-504,1996,2026-01-17,2026-01-17,Released,Delivery Audit Confirmed
ESC-30294,Order Purchase,ORD-10294,CUST-1294,STR-505,998,2026-05-22,2026-05-22,Released,Delivery Audit Confirmed
ESC-30295,Order Purchase,ORD-10295,CUST-1295,STR-501,2097,2026-04-02,2026-04-02,Released,Delivery Audit Confirmed
ESC-30296,Order Purchase,ORD-10296,CUST-1296,STR-502,699,2026-03-12,2026-03-12,Released,Delivery Audit Confirmed
ESC-30297,Order Purchase,ORD-10297,CUST-1297,STR-503,10497,2025-12-17,2025-12-17,Released,Delivery Audit Confirmed
ESC-30298,Order Purchase,ORD-10298,CUST-1298,STR-504,9996,2026-01-31,2026-01-31,Released,Delivery Audit Confirmed
ESC-30299,Order Purchase,ORD-10299,CUST-1299,STR-505,3499,2025-06-29,2025-06-29,Released,Delivery Audit Confirmed
ESC-30300,Order Purchase,ORD-10300,CUST-1300,STR-501,3996,2025-10-02,2025-10-02,Released,Delivery Audit Confirmed
ESC-30301,Order Purchase,ORD-10301,CUST-1301,STR-502,699,2025-05-30,PENDING,Refunded,Delivery Audit Confirmed
ESC-30302,Order Purchase,ORD-10302,CUST-1302,STR-503,7497,2025-06-07,2025-06-07,Released,Delivery Audit Confirmed
ESC-30303,Order Purchase,ORD-10303,CUST-1303,STR-504,6998,2026-03-25,2026-03-25,Released,Delivery Audit Confirmed
ESC-30304,Order Purchase,ORD-10304,CUST-1304,STR-505,1499,2026-01-24,2026-01-24,Released,Delivery Audit Confirmed
ESC-30305,Order Purchase,ORD-10305,CUST-1305,STR-501,2997,2026-02-01,2026-02-01,Released,Delivery Audit Confirmed
ESC-30306,Order Purchase,ORD-10306,CUST-1306,STR-502,1998,2025-07-19,2025-07-19,Released,Delivery Audit Confirmed
ESC-30307,Order Purchase,ORD-10307,CUST-1307,STR-503,3499,2025-08-24,2025-08-24,Released,Delivery Audit Confirmed
ESC-30308,Order Purchase,ORD-10308,CUST-1308,STR-504,1499,2026-05-01,2026-05-01,Released,Delivery Audit Confirmed
ESC-30309,Order Purchase,ORD-10309,CUST-1309,STR-505,2499,2025-09-25,2025-09-25,Released,Delivery Audit Confirmed
ESC-30310,Order Purchase,ORD-10310,CUST-1310,STR-501,499,2025-08-11,2025-08-11,Released,Delivery Audit Confirmed
ESC-30311,Order Purchase,ORD-10311,CUST-1311,STR-502,7497,2026-04-13,PENDING,Refunded,Delivery Audit Confirmed
ESC-30312,Order Purchase,ORD-10312,CUST-1312,STR-503,2998,2025-11-19,PENDING,Held,Delivery Audit Confirmed
ESC-30313,Order Purchase,ORD-10313,CUST-1313,STR-504,13996,2025-08-27,2025-08-27,Released,Delivery Audit Confirmed
ESC-30314,Order Purchase,ORD-10314,CUST-1314,STR-505,4998,2025-08-20,2025-08-20,Released,Delivery Audit Confirmed
ESC-30315,Order Purchase,ORD-10315,CUST-1315,STR-501,1996,2025-04-26,PENDING,Refunded,Delivery Audit Confirmed
ESC-30316,Order Purchase,ORD-10316,CUST-1316,STR-502,1398,2026-06-12,2026-06-12,Released,Delivery Audit Confirmed
ESC-30317,Order Purchase,ORD-10317,CUST-1317,STR-503,499,2025-07-09,2025-07-09,Released,Delivery Audit Confirmed
ESC-30318,Order Purchase,ORD-10318,CUST-1318,STR-504,5996,2026-06-19,PENDING,Refunded,Delivery Audit Confirmed
ESC-30319,Order Purchase,ORD-10319,CUST-1319,STR-505,2097,2025-01-12,2025-01-12,Released,Delivery Audit Confirmed
ESC-30320,Order Purchase,ORD-10320,CUST-1320,STR-501,10497,2025-08-29,2025-08-29,Released,Delivery Audit Confirmed
ESC-30321,Order Purchase,ORD-10321,CUST-1321,STR-502,1398,2025-10-10,2025-10-10,Released,Delivery Audit Confirmed
ESC-30322,Order Purchase,ORD-10322,CUST-1322,STR-503,1499,2025-02-05,2025-02-05,Released,Delivery Audit Confirmed
ESC-30323,Order Purchase,ORD-10323,CUST-1323,STR-504,1497,2026-01-24,2026-01-24,Released,Delivery Audit Confirmed
ESC-30324,Order Purchase,ORD-10324,CUST-1324,STR-505,3499,2025-10-03,2025-10-03,Released,Delivery Audit Confirmed
ESC-30325,Order Purchase,ORD-10325,CUST-1325,STR-501,9996,2025-08-19,2025-08-19,Released,Delivery Audit Confirmed
ESC-30326,Order Purchase,ORD-10326,CUST-1326,STR-502,999,2026-04-26,2026-04-26,Released,Delivery Audit Confirmed
ESC-30327,Order Purchase,ORD-10327,CUST-1327,STR-503,2796,2025-05-25,2025-05-25,Released,Delivery Audit Confirmed
ESC-30328,Order Purchase,ORD-10328,CUST-1328,STR-504,1499,2026-03-20,2026-03-20,Released,Delivery Audit Confirmed
ESC-30329,Order Purchase,ORD-10329,CUST-1329,STR-505,2796,2025-02-01,PENDING,Held,Delivery Audit Confirmed
ESC-30330,Order Purchase,ORD-10330,CUST-1330,STR-501,699,2025-08-31,2025-08-31,Released,Delivery Audit Confirmed
ESC-30331,Order Purchase,ORD-10331,CUST-1331,STR-502,2998,2026-01-03,PENDING,Refunded,Delivery Audit Confirmed
ESC-30332,Order Purchase,ORD-10332,CUST-1332,STR-503,7497,2025-03-16,2025-03-16,Released,Delivery Audit Confirmed
ESC-30333,Order Purchase,ORD-10333,CUST-1333,STR-504,3996,2025-04-03,2025-04-03,Released,Delivery Audit Confirmed
ESC-30334,Order Purchase,ORD-10334,CUST-1334,STR-505,2796,2025-05-29,2025-05-29,Released,Delivery Audit Confirmed
ESC-30335,Order Purchase,ORD-10335,CUST-1335,STR-501,1499,2026-05-04,2026-05-04,Released,Delivery Audit Confirmed
ESC-30336,Order Purchase,ORD-10336,CUST-1336,STR-502,10497,2025-05-16,2025-05-16,Released,Delivery Audit Confirmed
ESC-30337,Order Purchase,ORD-10337,CUST-1337,STR-503,2499,2026-03-22,PENDING,Held,Delivery Audit Confirmed
ESC-30338,Order Purchase,ORD-10338,CUST-1338,STR-504,3499,2025-01-19,PENDING,Refunded,Delivery Audit Confirmed
ESC-30339,Order Purchase,ORD-10339,CUST-1339,STR-505,1398,2025-02-24,PENDING,Refunded,Delivery Audit Confirmed
ESC-30340,Order Purchase,ORD-10340,CUST-1340,STR-501,9996,2025-01-06,2025-01-06,Released,Delivery Audit Confirmed
ESC-30341,Order Purchase,ORD-10341,CUST-1341,STR-502,1996,2025-09-04,2025-09-04,Released,Delivery Audit Confirmed
ESC-30342,Order Purchase,ORD-10342,CUST-1342,STR-503,499,2025-12-26,PENDING,Refunded,Delivery Audit Confirmed
ESC-30343,Order Purchase,ORD-10343,CUST-1343,STR-504,1996,2025-03-30,2025-03-30,Released,Delivery Audit Confirmed
ESC-30344,Order Purchase,ORD-10344,CUST-1344,STR-505,1499,2025-05-20,2025-05-20,Released,Delivery Audit Confirmed
ESC-30345,Order Purchase,ORD-10345,CUST-1345,STR-501,499,2026-03-17,PENDING,Refunded,Delivery Audit Confirmed
ESC-30346,Order Purchase,ORD-10346,CUST-1346,STR-502,6998,2025-12-02,2025-12-02,Released,Delivery Audit Confirmed
ESC-30347,Order Purchase,ORD-10347,CUST-1347,STR-503,2997,2025-12-19,PENDING,Refunded,Delivery Audit Confirmed
ESC-30348,Order Purchase,ORD-10348,CUST-1348,STR-504,2998,2025-04-29,2025-04-29,Released,Delivery Audit Confirmed
ESC-30349,Order Purchase,ORD-10349,CUST-1349,STR-505,1497,2025-03-14,2025-03-14,Released,Delivery Audit Confirmed
ESC-30350,Order Purchase,ORD-10350,CUST-1350,STR-501,2097,2025-07-07,2025-07-07,Released,Delivery Audit Confirmed
ESC-30351,Order Purchase,ORD-10351,CUST-1351,STR-502,1499,2025-06-05,2025-06-05,Released,Delivery Audit Confirmed
ESC-30352,Order Purchase,ORD-10352,CUST-1352,STR-503,6998,2025-07-18,PENDING,Refunded,Delivery Audit Confirmed
ESC-30353,Order Purchase,ORD-10353,CUST-1353,STR-504,4497,2025-11-22,PENDING,Refunded,Delivery Audit Confirmed
ESC-30354,Order Purchase,ORD-10354,CUST-1354,STR-505,1499,2025-02-18,2025-02-18,Released,Delivery Audit Confirmed
ESC-30355,Order Purchase,ORD-10355,CUST-1355,STR-501,1497,2026-04-05,2026-04-05,Released,Delivery Audit Confirmed
ESC-30356,Order Purchase,ORD-10356,CUST-1356,STR-502,1497,2025-02-04,2025-02-04,Released,Delivery Audit Confirmed
ESC-30357,Order Purchase,ORD-10357,CUST-1357,STR-503,499,2025-04-15,2025-04-15,Released,Delivery Audit Confirmed
ESC-30358,Order Purchase,ORD-10358,CUST-1358,STR-504,699,2026-06-04,2026-06-04,Released,Delivery Audit Confirmed
ESC-30359,Order Purchase,ORD-10359,CUST-1359,STR-505,6998,2025-02-25,2025-02-25,Released,Delivery Audit Confirmed
ESC-30360,Order Purchase,ORD-10360,CUST-1360,STR-501,998,2025-11-19,2025-11-19,Released,Delivery Audit Confirmed
ESC-30361,Order Purchase,ORD-10361,CUST-1361,STR-502,2998,2026-01-01,2026-01-01,Released,Delivery Audit Confirmed
ESC-30362,Order Purchase,ORD-10362,CUST-1362,STR-503,4497,2025-07-07,2025-07-07,Released,Delivery Audit Confirmed
ESC-30363,Order Purchase,ORD-10363,CUST-1363,STR-504,1398,2026-05-20,PENDING,Refunded,Delivery Audit Confirmed
ESC-30364,Order Purchase,ORD-10364,CUST-1364,STR-505,3996,2025-03-09,PENDING,Refunded,Delivery Audit Confirmed
ESC-30365,Order Purchase,ORD-10365,CUST-1365,STR-501,2097,2025-05-02,2025-05-02,Released,Delivery Audit Confirmed
ESC-30366,Order Purchase,ORD-10366,CUST-1366,STR-502,699,2025-03-15,PENDING,Refunded,Delivery Audit Confirmed
ESC-30367,Order Purchase,ORD-10367,CUST-1367,STR-503,2097,2026-01-18,2026-01-18,Released,Delivery Audit Confirmed
ESC-30368,Order Purchase,ORD-10368,CUST-1368,STR-504,3499,2026-02-22,2026-02-22,Released,Delivery Audit Confirmed
ESC-30369,Order Purchase,ORD-10369,CUST-1369,STR-505,3996,2026-02-01,PENDING,Refunded,Delivery Audit Confirmed
ESC-30370,Order Purchase,ORD-10370,CUST-1370,STR-501,7497,2025-07-18,2025-07-18,Released,Delivery Audit Confirmed
ESC-30371,Order Purchase,ORD-10371,CUST-1371,STR-502,2997,2026-04-15,2026-04-15,Released,Delivery Audit Confirmed
ESC-30372,Order Purchase,ORD-10372,CUST-1372,STR-503,3996,2025-03-16,PENDING,Held,Delivery Audit Confirmed
ESC-30373,Order Purchase,ORD-10373,CUST-1373,STR-504,4998,2026-04-16,2026-04-16,Released,Delivery Audit Confirmed
ESC-30374,Order Purchase,ORD-10374,CUST-1374,STR-505,499,2025-08-15,2025-08-15,Released,Delivery Audit Confirmed
ESC-30375,Order Purchase,ORD-10375,CUST-1375,STR-501,9996,2025-12-31,2025-12-31,Released,Delivery Audit Confirmed
ESC-30376,Order Purchase,ORD-10376,CUST-1376,STR-502,1499,2025-01-15,2025-01-15,Released,Delivery Audit Confirmed
ESC-30377,Order Purchase,ORD-10377,CUST-1377,STR-503,10497,2025-08-14,2025-08-14,Released,Delivery Audit Confirmed
ESC-30378,Order Purchase,ORD-10378,CUST-1378,STR-504,3996,2026-04-13,2026-04-13,Released,Delivery Audit Confirmed
ESC-30379,Order Purchase,ORD-10379,CUST-1379,STR-505,1398,2025-06-21,2025-06-21,Released,Delivery Audit Confirmed
ESC-30380,Order Purchase,ORD-10380,CUST-1380,STR-501,998,2026-01-14,PENDING,Refunded,Delivery Audit Confirmed
ESC-30381,Order Purchase,ORD-10381,CUST-1381,STR-502,2097,2026-04-01,2026-04-01,Released,Delivery Audit Confirmed
ESC-30382,Order Purchase,ORD-10382,CUST-1382,STR-503,998,2025-04-12,2025-04-12,Released,Delivery Audit Confirmed
ESC-30383,Order Purchase,ORD-10383,CUST-1383,STR-504,1996,2026-01-10,2026-01-10,Released,Delivery Audit Confirmed
ESC-30384,Order Purchase,ORD-10384,CUST-1384,STR-505,7497,2025-03-25,2025-03-25,Released,Delivery Audit Confirmed
ESC-30385,Order Purchase,ORD-10385,CUST-1385,STR-501,2097,2026-06-14,2026-06-14,Released,Delivery Audit Confirmed
ESC-30386,Order Purchase,ORD-10386,CUST-1386,STR-502,2796,2025-06-08,2025-06-08,Released,Delivery Audit Confirmed
ESC-30387,Order Purchase,ORD-10387,CUST-1387,STR-503,6998,2025-04-09,2025-04-09,Released,Delivery Audit Confirmed
ESC-30388,Order Purchase,ORD-10388,CUST-1388,STR-504,6998,2025-08-07,2025-08-07,Released,Delivery Audit Confirmed
ESC-30389,Order Purchase,ORD-10389,CUST-1389,STR-505,4497,2025-09-16,2025-09-16,Released,Delivery Audit Confirmed
ESC-30390,Order Purchase,ORD-10390,CUST-1390,STR-501,6998,2026-03-08,2026-03-08,Released,Delivery Audit Confirmed
ESC-30391,Order Purchase,ORD-10391,CUST-1391,STR-502,999,2025-02-06,PENDING,Held,Delivery Audit Confirmed
ESC-30392,Order Purchase,ORD-10392,CUST-1392,STR-503,1998,2026-01-03,2026-01-03,Released,Delivery Audit Confirmed
ESC-30393,Order Purchase,ORD-10393,CUST-1393,STR-504,1499,2025-02-12,2025-02-12,Released,Delivery Audit Confirmed
ESC-30394,Order Purchase,ORD-10394,CUST-1394,STR-505,2796,2025-02-18,2025-02-18,Released,Delivery Audit Confirmed
ESC-30395,Order Purchase,ORD-10395,CUST-1395,STR-501,9996,2026-04-13,2026-04-13,Released,Delivery Audit Confirmed
ESC-30396,Order Purchase,ORD-10396,CUST-1396,STR-502,13996,2025-06-15,2025-06-15,Released,Delivery Audit Confirmed
ESC-30397,Order Purchase,ORD-10397,CUST-1397,STR-503,2097,2025-08-12,2025-08-12,Released,Delivery Audit Confirmed
ESC-30398,Order Purchase,ORD-10398,CUST-1398,STR-504,699,2025-06-16,PENDING,Refunded,Delivery Audit Confirmed
