movement_id,product_id,movement_type,quantity_changed,movement_date,reference_doc
MOV-1770,PRD-3491,Shrinkage Adjustment,-39,2025-09-26,REF-16891
MOV-1771,PRD-3131,Shrinkage Adjustment,-3,2025-09-04,REF-77295
MOV-1772,PRD-3319,Sales Outbound,-29,2025-09-22,REF-75373
MOV-1773,PRD-3254,Return Inbound,21,2025-04-08,REF-91306
MOV-1774,PRD-3302,Warehouse Transfer,-28,2025-04-10,REF-60961
MOV-1775,PRD-3290,PO Inbound,67,2025-06-03,REF-57441
MOV-1776,PRD-3142,Return Inbound,14,2025-10-28,REF-81479
MOV-1777,PRD-3345,Sales Outbound,-33,2025-07-05,REF-69293
MOV-1778,PRD-3499,Warehouse Transfer,-10,2025-09-27,REF-31702
MOV-1779,PRD-3205,Sales Outbound,-48,2025-01-10,REF-23186
MOV-1780,PRD-3215,Return Inbound,14,2025-06-11,REF-89072
MOV-1781,PRD-3371,Warehouse Transfer,-21,2025-03-26,REF-73133
MOV-1782,PRD-3476,Return Inbound,58,2025-10-06,REF-74766
MOV-1783,PRD-3491,PO Inbound,47,2025-06-19,REF-39344
MOV-1784,PRD-3099,Sales Outbound,-5,2025-08-17,REF-85252
MOV-1785,PRD-3482,Sales Outbound,-5,2025-04-20,REF-94036
MOV-1786,PRD-3153,Shrinkage Adjustment,-22,2025-07-16,REF-18332
MOV-1787,PRD-3316,Shrinkage Adjustment,-48,2025-02-18,REF-70921
MOV-1788,PRD-3195,Return Inbound,81,2025-01-26,REF-28677
MOV-1789,PRD-3058,PO Inbound,3,2025-01-23,REF-32482
MOV-1790,PRD-3256,Warehouse Transfer,-28,2025-06-07,REF-96889
MOV-1791,PRD-3313,Warehouse Transfer,-23,2025-09-25,REF-97860
MOV-1792,PRD-3469,Shrinkage Adjustment,-4,2025-01-03,REF-56010
MOV-1793,PRD-3062,Sales Outbound,-21,2025-04-27,REF-77205
MOV-1794,PRD-3460,PO Inbound,84,2025-08-04,REF-35333
MOV-1795,PRD-3049,Warehouse Transfer,-45,2025-01-02,REF-53372
MOV-1796,PRD-3461,Sales Outbound,-32,2025-07-16,REF-88391
MOV-1797,PRD-3107,Sales Outbound,-47,2025-10-12,REF-71297
MOV-1798,PRD-3325,Warehouse Transfer,-44,2025-03-27,REF-75265
MOV-1799,PRD-3147,Shrinkage Adjustment,-50,2025-04-06,REF-33460
MOV-1800,PRD-3203,Warehouse Transfer,-44,2025-09-01,REF-51583
